indice_vulnerabilidad_promedio,indice_vulnerabilidad_minimo,indice_vulnerabilidad_maximo,indice_vulnerabilidad_desviacion,indice_salud_100_promedio,indice_salud_100_minimo,indice_salud_100_maximo,indice_salud_100_desviacion,indice_proteccion_100_promedio,indice_proteccion_100_minimo,indice_proteccion_100_maximo,indice_proteccion_100_desviacion,indice_economico_promedio,indice_economico_minimo,indice_economico_maximo,indice_economico_desviacion,indice_educacion_100_promedio,indice_educacion_100_minimo,indice_educacion_100_maximo,indice_educacion_100_desviacion
46.39323277208687,24.993923589254923,100,16.286662698444122,22.59667371493813,0,100,21.029290007466113,55.017461138033745,0,100,20.28647871954756,64.21222952243562,0,100,29.712265469231095,47.22134109121414,0,100,19.20623050871266
